,index,Movie,P_Genre,S_Genre,T_Genre,Cluster_Id
752,761,aquaman,1,5,15,275
753,762,star wars: episode iii - revenge of the sith,1,5,15,275
754,763,f9,1,14,6,1
755,764,the lost world: jurassic park,1,5,11,18
756,765,zack snyder's justice league,1,5,15,275
757,766,never say never again,1,5,6,262
758,767,oldeuboi,1,0,9,81
759,768,ghostbusters,1,6,15,105
760,769,sicario,1,14,0,269
761,770,jack reacher,1,10,6,322
762,771,1917,1,0,16,123
763,772,spider-man: into the spider-verse,3,1,5,5
764,773,watchmen,1,0,9,81
765,774,batman begins,1,14,0,269
766,775,thief,1,14,0,269
767,776,mission: impossible,1,5,6,262
768,777,operation fortune: ruse de guerre,1,6,6,138
769,778,the tomorrow war,1,5,0,260
770,779,star trek,1,5,11,18
771,780,aliens,1,5,11,18
772,781,point break,1,14,6,1
773,782,divergent,1,5,9,8
774,783,mission: impossible - dead reckoning - part one,1,5,6,262
775,784,the lord of the rings: the two towers,1,5,0,260
776,785,dunkirk,1,0,2,37
777,786,spider-man: far from home,1,5,11,18
778,787,captain america: the first avenger,1,5,11,18
779,788,kingsman: the secret service,1,5,3,4
780,789,birds of prey and the fantabulous emancipation of one harley quinn,1,5,3,4
781,790,deadpool 2,1,5,3,4
782,791,rogue one,1,5,11,18
783,792,the amazing spider-man,1,5,11,18
784,793,dune: part two,1,5,0,260
785,794,lone survivor,1,13,0,112
786,795,final score,1,0,6,88
787,796,avengers: age of ultron,1,5,11,18
788,797,el camino: a breaking bad movie,1,14,0,269
789,798,the fifth element,1,5,11,18
790,799,transformers,1,5,11,18
791,800,baby driver,1,14,0,269
792,801,wild card,1,14,0,269
793,802,the world's end,1,6,11,401
794,803,star wars: episode vi - return of the jedi,1,5,15,275
795,804,pirates of the caribbean: dead men tell no tales,1,5,15,275
796,805,samrat prithviraj,1,0,2,37
797,806,westworld,1,11,6,42
798,807,the empire strikes back,1,5,15,275
799,808,casino royale,1,5,6,262
800,809,shazam! fury of the gods,1,5,3,4
801,810,sonic the hedgehog,1,5,3,4
802,811,pearl harbor,1,0,2,37
803,812,godzilla vs. kong,1,11,6,42
804,813,the revenant,1,5,0,260
805,814,star wars: episode vii - the force awakens,1,5,11,18
806,815,captain america: civil war,1,5,11,18
807,816,logan,1,0,11,285
808,817,bonnie and clyde,1,13,14,150
809,818,speed,1,5,6,262
810,819,fantastic four,1,5,11,18
811,820,kill bill: vol. 1,1,14,0,269
812,821,star wars: episode ii - attack of the clones,1,5,15,275
813,822,mr. &amp; mrs. smith,1,6,14,45
814,823,big trouble in little china,1,5,3,4
815,824,edge of tomorrow,1,5,11,18
816,825,armageddon,1,5,11,18
817,826,ready player one,1,5,11,18
818,827,starship troopers,1,5,11,18
819,828,natural born killers,1,14,0,269
820,829,tuff turf,1,6,0,137
821,830,les valseuses,1,6,14,45
822,831,red sparrow,1,0,6,88
823,832,the flash,1,5,15,275
824,833,ant-man and the wasp: quantumania,1,5,3,4
825,834,collateral,1,14,0,269
826,835,the fugitive,1,14,0,269
827,836,dune,1,5,11,18
828,837,the heat,1,6,14,45
829,838,big hero 6,3,1,5,5
830,839,get smart,1,5,3,4
831,840,x-men,1,5,11,18
832,841,rush,1,13,0,112
833,842,jungle cruise,1,5,3,4
834,843,star wars: episode viii - the last jedi,1,5,15,275
835,844,black hawk down,1,0,2,37
836,845,the amazing spider-man 2,1,5,11,18
837,846,solo: a star wars story,1,5,11,18
838,847,justice league,1,5,15,275
839,848,the mask,1,6,14,45
840,849,venom,1,5,11,18
841,850,fast x,1,14,9,148
842,851,wonder woman 1984,1,5,15,275
843,852,reign of fire,1,5,15,275
844,853,oblivion,1,5,11,18
845,854,the last castle,1,0,6,88
846,855,the incredibles,3,1,5,5
847,856,wonder woman,1,5,15,275
848,857,wrong place,1,14,6,1
849,858,alita: battle angel,1,5,11,18
850,859,the equalizer,1,14,6,1
851,860,spectre,1,5,6,262
852,861,anek,1,0,6,88
853,862,ant-man,1,5,3,4
854,863,spider-man 3,1,5,11,18
855,864,robocop,1,14,11,100
856,865,captain america: the winter soldier,1,5,11,18
857,866,apocalypto,1,5,0,260
858,867,snowpiercer,1,11,6,42
859,868,rise of the footsoldier: origins,1,14,0,269
860,869,kira &amp; el gin,1,0,2,37
861,870,willow,1,5,0,260
862,871,tropic thunder,1,6,16,248
863,872,pirates of the caribbean: dead man's chest,1,5,15,275
864,873,iron man three,1,5,11,18
865,874,jumanji: the next level,1,5,3,4
866,875,mission: impossible - ghost protocol,1,5,6,262
867,876,the fighter,1,13,0,112
868,877,aquaman and the lost kingdom,1,5,15,275
869,878,baywatch,1,6,14,45
870,879,clash of the titans,1,5,17,51
871,880,the hunger games: the ballad of songbirds and snakes,1,5,0,260
872,881,jurassic park iii,1,5,11,18
873,882,shika no ou,3,1,5,5
874,883,terminator: dark fate,1,5,11,18
875,884,twister,1,5,6,262
876,885,underworld,1,15,6,25
877,886,red dawn,1,0,6,88
878,887,iron man 2,1,5,11,18
879,888,v for vendetta,1,0,11,285
880,889,the karate kid,1,0,17,217
881,890,man of steel,1,5,11,18
882,891,mission: impossible ii,1,5,6,262
883,892,scott pilgrim vs. the world,1,6,15,105
884,893,game night,1,5,3,4
885,894,k.g.f: chapter 2,1,14,0,269
886,895,secret headquarters,1,5,3,4
887,896,beverly hills cop,1,6,14,45
